date,budget_starting,money_in,money_out,reason
2026-09-17,8439.829999999985,25.99,0.0,POS Checkout (1 items)
2026-09-17,8465.819999999985,25.99,0.0,POS Checkout (1 items)
2026-09-17,8491.809999999985,25.99,0.0,POS Checkout (1 items)
2026-09-17,8517.799999999985,25.99,0.0,POS Checkout (1 items)
2026-09-17,8543.789999999985,25.99,0.0,POS Checkout (1 items)
2026-09-17,8569.779999999984,25.99,0.0,POS Checkout (1 items)
2026-09-17,8595.769999999984,25.99,0.0,POS Checkout (1 items)
2026-09-17,8621.759999999984,25.99,0.0,POS Checkout (1 items)
2026-09-17,8647.749999999984,25.99,0.0,POS Checkout (1 items)
2026-09-17,8673.739999999983,25.99,0.0,POS Checkout (1 items)
2026-09-17,8699.729999999983,25.99,0.0,POS Checkout (1 items)
2026-09-17,8725.719999999983,25.99,0.0,POS Checkout (1 items)
2026-09-17,8751.709999999983,25.99,0.0,POS Checkout (1 items)
2026-09-17,8777.699999999983,25.99,0.0,POS Checkout (1 items)
2026-09-17,8803.689999999982,25.99,0.0,POS Checkout (1 items)
2026-09-17,8829.679999999982,25.99,0.0,POS Checkout (1 items)
2026-09-17,8855.669999999982,25.99,0.0,POS Checkout (1 items)
2026-09-17,8881.659999999982,25.99,0.0,POS Checkout (1 items)
2026-09-17,8907.649999999981,25.99,0.0,POS Checkout (1 items)
2026-09-17,8933.639999999981,25.99,0.0,POS Checkout (1 items)
2026-09-17,8959.629999999981,25.99,0.0,POS Checkout (1 items)
2026-09-17,8985.61999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9011.60999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9037.59999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9063.58999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9089.57999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9115.56999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9141.55999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9167.54999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,9193.539999999979,25.99,0.0,POS Checkout (1 items)
2026-09-17,9219.529999999979,25.99,0.0,POS Checkout (1 items)
2026-09-17,9245.519999999979,25.99,0.0,POS Checkout (1 items)
2026-09-17,9271.509999999978,25.99,0.0,POS Checkout (1 items)
2026-09-17,9297.499999999978,25.99,0.0,POS Checkout (1 items)
2026-09-17,9323.489999999978,25.99,0.0,POS Checkout (1 items)
2026-09-17,9349.479999999978,25.99,0.0,POS Checkout (1 items)
2026-09-17,9375.469999999978,25.99,0.0,POS Checkout (1 items)
2026-09-17,9401.459999999977,25.99,0.0,POS Checkout (1 items)
2026-09-17,9427.449999999977,25.99,0.0,POS Checkout (1 items)
2026-09-17,9453.439999999977,25.99,0.0,POS Checkout (1 items)
2026-09-17,9479.429999999977,25.99,0.0,POS Checkout (1 items)
2026-09-17,9505.419999999976,25.99,0.0,POS Checkout (1 items)
2026-09-17,9531.409999999976,25.99,0.0,POS Checkout (1 items)
2026-09-17,9557.399999999976,25.99,0.0,POS Checkout (1 items)
2026-09-17,9583.389999999976,25.99,0.0,POS Checkout (1 items)
2026-09-17,9609.379999999976,25.99,0.0,POS Checkout (1 items)
2026-09-17,9635.369999999975,25.99,0.0,POS Checkout (1 items)
2026-09-17,9661.359999999975,25.99,0.0,POS Checkout (1 items)
2026-09-17,9687.349999999975,25.99,0.0,POS Checkout (1 items)
2026-09-17,9713.339999999975,25.99,0.0,POS Checkout (1 items)
2026-09-17,9739.329999999974,25.99,0.0,POS Checkout (1 items)
2026-09-17,9765.319999999974,25.99,0.0,POS Checkout (1 items)
2026-09-17,9791.309999999974,25.99,0.0,POS Checkout (1 items)
2026-09-17,9817.299999999974,25.99,0.0,POS Checkout (1 items)
2026-09-17,9843.289999999974,25.99,0.0,POS Checkout (1 items)
2026-09-17,9869.279999999973,25.99,0.0,POS Checkout (1 items)
2026-09-17,9895.269999999973,25.99,0.0,POS Checkout (1 items)
2026-09-17,9921.259999999973,25.99,0.0,POS Checkout (1 items)
2026-09-17,9947.249999999973,25.99,0.0,POS Checkout (1 items)
2026-09-17,9973.239999999972,25.99,0.0,POS Checkout (1 items)
2026-09-17,9999.229999999972,25.99,0.0,POS Checkout (1 items)
2026-09-17,10025.219999999972,25.99,0.0,POS Checkout (1 items)
2026-09-17,10051.209999999972,25.99,0.0,POS Checkout (1 items)
2026-09-17,10077.199999999972,25.99,0.0,POS Checkout (1 items)
2026-09-17,10103.189999999971,25.99,0.0,POS Checkout (1 items)
2026-09-17,10129.179999999971,25.99,0.0,POS Checkout (1 items)
2026-09-17,10155.169999999971,25.99,0.0,POS Checkout (1 items)
2026-09-17,10181.15999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10207.14999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10233.13999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10259.12999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10285.11999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10311.10999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10337.09999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10363.08999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,10389.079999999969,25.99,0.0,POS Checkout (1 items)
2026-09-17,10415.069999999969,25.99,0.0,POS Checkout (1 items)
2026-09-17,10441.059999999969,25.99,0.0,POS Checkout (1 items)
2026-09-17,10467.049999999968,25.99,0.0,POS Checkout (1 items)
2026-09-17,10493.039999999968,25.99,0.0,POS Checkout (1 items)
2026-09-17,10519.029999999968,25.99,0.0,POS Checkout (1 items)
2026-09-17,10545.019999999968,25.99,0.0,POS Checkout (1 items)
2026-09-17,10571.009999999967,25.99,0.0,POS Checkout (1 items)
2026-09-17,10596.999999999967,25.99,0.0,POS Checkout (1 items)
2026-09-17,10622.989999999967,199.99,0.0,POS Checkout (1 items)
2026-09-17,10822.979999999967,25.99,0.0,POS Checkout (1 items)
2026-09-17,10848.969999999967,299.5,0.0,POS Checkout (1 items)
2026-09-17,11148.469999999967,79.99,0.0,POS Checkout (1 items)
2026-09-17,11228.459999999966,25.99,0.0,POS Checkout (1 items)
2026-09-17,11254.449999999966,19.99,0.0,POS Checkout (1 items)
2026-09-17,11274.439999999966,79.99,0.0,POS Checkout (1 items)
2026-09-17,11354.429999999966,199.99,0.0,POS Checkout (1 items)
2026-09-17,11554.419999999966,299.5,0.0,POS Checkout (1 items)
2026-09-17,11853.919999999966,299.5,0.0,POS Checkout (1 items)
2026-09-17,12153.419999999966,199.99,0.0,POS Checkout (1 items)
2026-09-17,12353.409999999965,199.99,0.0,POS Checkout (1 items)
2026-09-17,12553.399999999965,25.99,0.0,POS Checkout (1 items)
2026-09-17,12579.389999999965,19.99,0.0,POS Checkout (1 items)
2026-09-17,12599.379999999965,299.5,0.0,POS Checkout (1 items)
2026-09-17,12898.879999999965,25.99,0.0,POS Checkout (1 items)
2026-09-17,12924.869999999964,299.5,0.0,POS Checkout (1 items)
2026-09-17,13224.369999999964,25.99,0.0,POS Checkout (1 items)
2026-09-17,13250.359999999964,79.99,0.0,POS Checkout (1 items)
2026-09-17,13330.349999999964,19.99,0.0,POS Checkout (1 items)
2026-09-17,13350.339999999964,79.99,0.0,POS Checkout (1 items)
2026-09-17,13430.329999999964,199.99,0.0,POS Checkout (1 items)
2026-09-17,13630.319999999963,19.99,0.0,POS Checkout (1 items)
2026-09-17,13650.309999999963,299.5,0.0,POS Checkout (1 items)
2026-09-17,13949.809999999963,19.99,0.0,POS Checkout (1 items)
2026-09-17,13969.799999999963,299.5,0.0,POS Checkout (1 items)
2026-09-17,14269.299999999963,199.99,0.0,POS Checkout (1 items)
2026-09-17,14469.289999999963,19.99,0.0,POS Checkout (1 items)
2026-09-17,14489.279999999962,19.99,0.0,POS Checkout (1 items)
2026-09-17,14509.269999999962,79.99,0.0,POS Checkout (1 items)
2026-09-17,14589.259999999962,25.99,0.0,POS Checkout (1 items)
2026-09-17,14615.249999999962,79.99,0.0,POS Checkout (1 items)
2026-09-17,14695.239999999962,299.5,0.0,POS Checkout (1 items)
2026-09-17,14994.739999999962,199.99,0.0,POS Checkout (1 items)
2026-09-17,15194.729999999961,79.99,0.0,POS Checkout (1 items)
2026-09-17,15274.719999999961,299.5,0.0,POS Checkout (1 items)
2026-09-17,15574.219999999961,25.99,0.0,POS Checkout (1 items)
2026-09-17,15600.209999999961,19.99,0.0,POS Checkout (1 items)
2026-09-17,15620.19999999996,199.99,0.0,POS Checkout (1 items)
2026-09-17,15820.18999999996,79.99,0.0,POS Checkout (1 items)
2026-09-17,15900.17999999996,199.99,0.0,POS Checkout (1 items)
2026-09-17,16100.16999999996,19.99,0.0,POS Checkout (1 items)
2026-09-17,16120.15999999996,25.99,0.0,POS Checkout (1 items)
2026-09-17,16146.14999999996,199.99,0.0,POS Checkout (1 items)
2026-09-17,16346.13999999996,25.99,0.0,POS Checkout (1 items)
2026-09-17,16372.12999999996,25.99,0.0,POS Checkout (1 items)
2026-09-17,16398.11999999996,299.5,0.0,POS Checkout (1 items)
2026-09-17,16697.61999999996,199.99,0.0,POS Checkout (1 items)
2026-09-17,16897.60999999996,25.99,0.0,POS Checkout (1 items)
2026-09-17,16923.599999999962,79.99,0.0,POS Checkout (1 items)
2026-09-17,17003.589999999964,79.99,0.0,POS Checkout (1 items)
2026-09-17,17083.579999999965,25.99,0.0,POS Checkout (1 items)
2026-09-17,17109.569999999967,299.5,0.0,POS Checkout (1 items)
2026-09-17,17409.069999999967,299.5,0.0,POS Checkout (1 items)
2026-09-17,17708.569999999967,19.99,0.0,POS Checkout (1 items)
2026-09-17,17728.55999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,17754.54999999997,299.5,0.0,POS Checkout (1 items)
2026-09-17,18054.04999999997,79.99,0.0,POS Checkout (1 items)
2026-09-17,18134.03999999997,19.99,0.0,POS Checkout (1 items)
2026-09-17,18154.029999999973,299.5,0.0,POS Checkout (1 items)
2026-09-17,18453.529999999973,19.99,0.0,POS Checkout (1 items)
2026-09-17,18473.519999999975,199.99,0.0,POS Checkout (1 items)
2026-09-17,18673.509999999977,299.5,0.0,POS Checkout (1 items)
2026-09-17,18973.009999999977,19.99,0.0,POS Checkout (1 items)
2026-09-17,18992.999999999978,79.99,0.0,POS Checkout (1 items)
2026-09-17,19072.98999999998,79.99,0.0,POS Checkout (1 items)
2026-09-17,19152.97999999998,25.99,0.0,POS Checkout (1 items)
2026-09-17,19178.969999999983,299.5,0.0,POS Checkout (1 items)
2026-09-17,19478.469999999983,19.99,0.0,POS Checkout (1 items)
2026-09-17,19498.459999999985,19.99,0.0,POS Checkout (1 items)
2026-09-17,19518.449999999986,199.99,0.0,POS Checkout (1 items)
2026-09-17,19718.439999999988,199.99,0.0,POS Checkout (1 items)
2026-09-17,19918.42999999999,199.99,0.0,POS Checkout (1 items)
2026-09-17,20118.41999999999,19.99,0.0,POS Checkout (1 items)
2026-09-17,20138.409999999993,79.99,0.0,POS Checkout (1 items)
2026-09-17,20218.399999999994,79.99,0.0,POS Checkout (1 items)
2026-09-17,20298.389999999996,199.99,0.0,POS Checkout (1 items)
2026-09-17,20498.379999999997,25.99,0.0,POS Checkout (1 items)
2026-09-17,20524.37,25.99,0.0,POS Checkout (1 items)
2026-09-17,20550.36,25.99,0.0,POS Checkout (1 items)
2026-09-17,20576.350000000002,199.99,0.0,POS Checkout (1 items)
2026-09-17,20776.340000000004,199.99,0.0,POS Checkout (1 items)
2026-09-17,20976.330000000005,199.99,0.0,POS Checkout (1 items)
2026-09-17,21176.320000000007,299.5,0.0,POS Checkout (1 items)
2026-09-17,21475.820000000007,79.99,0.0,POS Checkout (1 items)
2026-09-17,21555.81000000001,299.5,0.0,POS Checkout (1 items)
2026-09-17,21855.31000000001,25.99,0.0,POS Checkout (1 items)
2026-09-17,21881.30000000001,25.99,0.0,POS Checkout (1 items)
2026-09-17,21907.29000000001,25.99,0.0,POS Checkout (1 items)
2026-09-17,21933.280000000013,299.5,0.0,POS Checkout (1 items)
2026-09-17,22232.780000000013,25.99,0.0,POS Checkout (1 items)
2026-09-17,22258.770000000015,19.99,0.0,POS Checkout (1 items)
2026-09-17,22278.760000000017,299.5,0.0,POS Checkout (1 items)
2026-09-17,22578.260000000017,79.99,0.0,POS Checkout (1 items)
2026-09-17,22658.25000000002,19.99,0.0,POS Checkout (1 items)
2026-09-17,22678.24000000002,299.5,0.0,POS Checkout (1 items)
2026-09-17,22977.74000000002,19.99,0.0,POS Checkout (1 items)
2026-09-17,22997.73000000002,299.5,0.0,POS Checkout (1 items)
2026-09-17,23297.23000000002,299.5,0.0,POS Checkout (1 items)
2026-09-17,23596.73000000002,299.5,0.0,POS Checkout (1 items)
2026-09-17,23896.23000000002,79.99,0.0,POS Checkout (1 items)
2026-09-17,23976.220000000023,199.99,0.0,POS Checkout (1 items)
2026-09-17,24176.210000000025,19.99,0.0,POS Checkout (1 items)
2026-09-17,24196.200000000026,79.99,0.0,POS Checkout (1 items)
2026-09-17,24276.190000000028,19.99,0.0,POS Checkout (1 items)
2026-09-17,24296.18000000003,19.99,0.0,POS Checkout (1 items)
2026-09-17,24316.17000000003,79.99,0.0,POS Checkout (1 items)
2026-09-17,24396.160000000033,199.99,0.0,POS Checkout (1 items)
2026-09-17,24596.150000000034,19.99,0.0,POS Checkout (1 items)
2026-09-17,24616.140000000036,19.99,0.0,POS Checkout (1 items)
2026-09-17,24636.130000000037,79.99,0.0,POS Checkout (1 items)
2026-09-17,24716.12000000004,199.99,0.0,POS Checkout (1 items)
2026-09-17,24916.11000000004,25.99,0.0,POS Checkout (1 items)
2026-09-17,24942.100000000042,79.99,0.0,POS Checkout (1 items)
2026-09-17,25022.090000000044,79.99,0.0,POS Checkout (1 items)
2026-09-17,25102.080000000045,79.99,0.0,POS Checkout (1 items)
2026-09-17,25182.070000000047,299.5,0.0,POS Checkout (1 items)
2026-09-17,25481.570000000047,79.99,0.0,POS Checkout (1 items)
2026-09-17,25561.56000000005,25.99,0.0,POS Checkout (1 items)
2026-09-17,25587.55000000005,199.99,0.0,POS Checkout (1 items)
2026-09-17,25787.54000000005,199.99,0.0,POS Checkout (1 items)
2026-09-17,25987.530000000053,199.99,0.0,POS Checkout (1 items)
2026-09-17,26187.520000000055,19.99,0.0,POS Checkout (1 items)
2026-09-17,26207.510000000057,25.99,0.0,POS Checkout (1 items)
2026-09-17,26233.50000000006,199.99,0.0,POS Checkout (1 items)
2026-09-17,26433.49000000006,25.99,0.0,POS Checkout (1 items)
2026-09-17,26459.48000000006,299.5,0.0,POS Checkout (1 items)
2026-09-17,26758.98000000006,25.99,0.0,POS Checkout (1 items)
2026-09-17,26784.970000000063,79.99,0.0,POS Checkout (1 items)
2026-09-17,26864.960000000065,25.99,0.0,POS Checkout (1 items)
2026-09-17,26890.950000000066,25.99,0.0,POS Checkout (1 items)
2026-09-17,26916.940000000068,299.5,0.0,POS Checkout (1 items)
2026-09-17,27216.440000000068,19.99,0.0,POS Checkout (1 items)
2026-09-17,27236.43000000007,299.5,0.0,POS Checkout (1 items)
2026-09-17,27535.93000000007,199.99,0.0,POS Checkout (1 items)
2026-09-17,27735.92000000007,299.5,0.0,POS Checkout (1 items)
2026-09-17,28035.42000000007,19.99,0.0,POS Checkout (1 items)
2026-09-17,28055.410000000073,79.99,0.0,POS Checkout (1 items)
2026-09-17,28135.400000000074,19.99,0.0,POS Checkout (1 items)
2026-09-17,28155.390000000076,19.99,0.0,POS Checkout (1 items)
2026-09-17,28175.380000000077,25.99,0.0,POS Checkout (1 items)
2026-09-17,28201.37000000008,79.99,0.0,POS Checkout (1 items)
2026-09-17,28281.36000000008,199.99,0.0,POS Checkout (1 items)
2026-09-17,28481.350000000082,79.99,0.0,POS Checkout (1 items)
2026-09-17,28561.340000000084,79.99,0.0,POS Checkout (1 items)
2026-09-17,28641.330000000085,299.5,0.0,POS Checkout (1 items)
2026-09-17,28940.830000000085,25.99,0.0,POS Checkout (1 items)
2026-09-17,28966.820000000087,19.99,0.0,POS Checkout (1 items)
2026-09-17,28986.81000000009,199.99,0.0,POS Checkout (1 items)
2026-09-17,29186.80000000009,299.5,0.0,POS Checkout (1 items)
2026-09-17,29486.30000000009,19.99,0.0,POS Checkout (1 items)
2026-09-17,29506.290000000092,199.99,0.0,POS Checkout (1 items)
2026-09-17,29706.280000000093,79.99,0.0,POS Checkout (1 items)
2026-09-17,29786.270000000095,25.99,0.0,POS Checkout (1 items)
2026-09-17,29812.260000000097,19.99,0.0,POS Checkout (1 items)
2026-09-17,29832.2500000001,199.99,0.0,POS Checkout (1 items)
2026-09-17,30032.2400000001,25.99,0.0,POS Checkout (1 items)
2026-09-17,30058.2300000001,299.5,0.0,POS Checkout (1 items)
2026-09-17,30357.7300000001,19.99,0.0,POS Checkout (1 items)
2026-09-17,30377.720000000103,79.99,0.0,POS Checkout (1 items)
2026-09-17,30457.710000000105,25.99,0.0,POS Checkout (1 items)
2026-09-17,30483.700000000106,19.99,0.0,POS Checkout (1 items)
2026-09-17,30503.690000000108,79.99,0.0,POS Checkout (1 items)
2026-09-17,30583.68000000011,199.99,0.0,POS Checkout (1 items)
2026-09-17,30783.67000000011,299.5,0.0,POS Checkout (1 items)
2026-09-17,31083.17000000011,199.99,0.0,POS Checkout (1 items)
2026-09-17,31283.160000000113,79.99,0.0,POS Checkout (1 items)
2026-09-17,31363.150000000114,199.99,0.0,POS Checkout (1 items)
2026-09-17,31563.140000000116,25.99,0.0,POS Checkout (1 items)
2026-09-17,31589.130000000117,19.99,0.0,POS Checkout (1 items)
2026-09-17,31609.12000000012,199.99,0.0,POS Checkout (1 items)
2026-09-17,31809.11000000012,25.99,0.0,POS Checkout (1 items)
2026-09-17,31835.100000000122,299.5,0.0,POS Checkout (1 items)
2026-09-17,32134.600000000122,79.99,0.0,POS Checkout (1 items)
2026-09-17,32214.590000000124,299.5,0.0,POS Checkout (1 items)
2026-09-17,32514.090000000124,19.99,0.0,POS Checkout (1 items)
2026-09-17,32534.080000000125,199.99,0.0,POS Checkout (1 items)
2026-09-17,32734.070000000127,19.99,0.0,POS Checkout (1 items)
2026-09-17,32754.06000000013,19.99,0.0,POS Checkout (1 items)
2026-09-17,32774.05000000013,79.99,0.0,POS Checkout (1 items)
2026-09-17,32854.040000000125,25.99,0.0,POS Checkout (1 items)
2026-09-17,32880.03000000012,79.99,0.0,POS Checkout (1 items)
2026-09-17,32960.02000000012,199.99,0.0,POS Checkout (1 items)
2026-09-17,33160.01000000012,79.99,0.0,POS Checkout (1 items)
2026-09-17,33240.00000000012,299.5,0.0,POS Checkout (1 items)
2026-09-17,33539.50000000012,199.99,0.0,POS Checkout (1 items)
2026-09-17,33739.490000000114,25.99,0.0,POS Checkout (1 items)
2026-09-17,33765.48000000011,199.99,0.0,POS Checkout (1 items)
2026-09-17,33965.47000000011,25.99,0.0,POS Checkout (1 items)
2026-09-17,33991.46000000011,299.5,0.0,POS Checkout (1 items)
2026-09-17,34290.96000000011,25.99,0.0,POS Checkout (1 items)
2026-09-17,34316.950000000106,299.5,0.0,POS Checkout (1 items)
2026-09-17,34616.450000000106,299.5,0.0,POS Checkout (1 items)
2026-09-17,34915.950000000106,19.99,0.0,POS Checkout (1 items)
2026-09-17,34935.940000000104,19.99,0.0,POS Checkout (1 items)
2026-09-17,34955.9300000001,19.99,0.0,POS Checkout (1 items)
2026-09-17,34975.9200000001,79.99,0.0,POS Checkout (1 items)
2026-09-17,35055.9100000001,79.99,0.0,POS Checkout (1 items)
2026-09-17,35135.900000000096,79.99,0.0,POS Checkout (1 items)
2026-09-17,35215.890000000094,199.99,0.0,POS Checkout (1 items)
2026-09-17,35415.88000000009,199.99,0.0,POS Checkout (1 items)
2026-09-17,35615.87000000009,25.99,0.0,POS Checkout (1 items)
2026-09-17,35641.86000000009,25.99,0.0,POS Checkout (1 items)
2026-09-17,35667.850000000086,299.5,0.0,POS Checkout (1 items)
2026-09-17,35967.350000000086,79.99,0.0,POS Checkout (1 items)
2026-09-17,36047.340000000084,299.5,0.0,POS Checkout (1 items)
2026-09-17,36346.840000000084,199.99,0.0,POS Checkout (1 items)
2026-09-17,36546.83000000008,19.99,0.0,POS Checkout (1 items)
2026-09-17,36566.82000000008,25.99,0.0,POS Checkout (1 items)
2026-09-17,36592.81000000008,79.99,0.0,POS Checkout (1 items)
2026-09-17,36672.800000000076,299.5,0.0,POS Checkout (1 items)
2026-09-17,36972.300000000076,199.99,0.0,POS Checkout (1 items)
2026-09-17,37172.29000000007,25.99,0.0,POS Checkout (1 items)
2026-09-17,37198.28000000007,25.99,0.0,POS Checkout (1 items)
2026-09-17,37224.27000000007,19.99,0.0,POS Checkout (1 items)
2026-09-17,37244.26000000007,299.5,0.0,POS Checkout (1 items)
2026-09-17,37543.76000000007,299.5,0.0,POS Checkout (1 items)
2026-09-17,37843.26000000007,79.99,0.0,POS Checkout (1 items)
2026-09-17,37923.250000000065,19.99,0.0,POS Checkout (1 items)
2026-09-17,37943.24000000006,199.99,0.0,POS Checkout (1 items)
2026-09-17,38143.23000000006,79.99,0.0,POS Checkout (1 items)
2026-09-17,38223.22000000006,19.99,0.0,POS Checkout (1 items)
2026-09-17,38243.21000000006,25.99,0.0,POS Checkout (1 items)
2026-09-17,38269.200000000055,199.99,0.0,POS Checkout (1 items)
2026-09-17,38469.19000000005,79.99,0.0,POS Checkout (1 items)
2026-09-17,38549.18000000005,299.5,0.0,POS Checkout (1 items)
2026-09-17,38848.68000000005,25.99,0.0,POS Checkout (1 items)
2026-09-17,38874.67000000005,199.99,0.0,POS Checkout (1 items)
2026-09-17,39074.66000000005,299.5,0.0,POS Checkout (1 items)
2026-09-17,39374.16000000005,19.99,0.0,POS Checkout (1 items)
2026-09-17,39394.150000000045,79.99,0.0,POS Checkout (1 items)
2026-09-17,39474.14000000004,19.99,0.0,POS Checkout (1 items)
2026-09-17,39494.13000000004,25.99,0.0,POS Checkout (1 items)
2026-09-17,39520.12000000004,199.99,0.0,POS Checkout (1 items)
2026-09-17,39720.11000000004,79.99,0.0,POS Checkout (1 items)
2026-09-17,39800.100000000035,299.5,0.0,POS Checkout (1 items)
2026-09-17,40099.600000000035,25.99,0.0,POS Checkout (1 items)
2026-09-17,40125.59000000003,199.99,0.0,POS Checkout (1 items)
2026-09-17,40325.58000000003,19.99,0.0,POS Checkout (1 items)
2026-09-17,40345.57000000003,299.5,0.0,POS Checkout (1 items)
2026-09-17,40645.07000000003,79.99,0.0,POS Checkout (1 items)
2026-09-17,40725.06000000003,19.99,0.0,POS Checkout (1 items)
