sale_id,product_id,product_name,quantity,price,sale_date,customer_id
S1789645659846_8120ed,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_13_10
S1789645659857_aa747a,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_6_14
S1789645659865_e790b0,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_7_14
S1789645659818_41a22b,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_12_4
S1789645659891_3fd2e3,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_22_8
S1789645659894_f8f9ab,P003,Standing Desk,1,299.5,2026-09-17,STRESS_21_16
S1789645659893_7d4637,P003,Standing Desk,1,299.5,2026-09-17,STRESS_10_2
S1789645659912_bb8b0f,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_3_6
S1789645659936_1d8204,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_13_12
S1789645659947_05bfc7,P003,Standing Desk,1,299.5,2026-09-17,STRESS_6_16
S1789645659637_20ad60,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_0_6
S1789645659970_273b83,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_21_18
S1789645659979_efbfc5,P003,Standing Desk,1,299.5,2026-09-17,STRESS_22_10
S1789645659998_f52906,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_10_4
S1789645659961_31628f,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_7_16
S1789645659379_fa88b4,P003,Standing Desk,1,299.5,2026-09-17,STRESS_2_0
S1789645660034_6a51e6,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_6_18
S1789645660059_a97095,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_10_6
S1789645660015_c24e98,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_3_8
S1789645660070_046e16,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_7_18
S1789645660034_871df6,P003,Standing Desk,1,299.5,2026-09-17,STRESS_13_14
S1789645660087_25fbd9,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_2_2
S1789645660050_150bed,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_22_12
S1789645660104_4e0858,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_10_8
S1789645660050_246f2c,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_0_8
S1789645660108_729622,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_3_10
S1789645660147_b82731,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_13_16
S1789645660156_51cace,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_2_4
S1789645660148_d09917,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_22_14
S1789645659969_e11a18,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_12_6
S1789645660181_35e47f,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_10_10
S1789645660181_255981,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_0_10
S1789645660211_0e2763,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_3_12
S1789645660219_5025ec,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_2_6
S1789645660219_974347,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_22_16
S1789645659373_a2f5bc,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_18_0
S1789645660255_b22f69,P003,Standing Desk,1,299.5,2026-09-17,STRESS_0_12
S1789645660195_cd08ca,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_13_18
S1789645660253_9d4a93,P003,Standing Desk,1,299.5,2026-09-17,STRESS_10_12
S1789645660286_f25e18,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_2_8
S1789645660253_8382fd,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_12_8
S1789645660304_8d21ab,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_22_18
S1789645660328_36c1dc,P003,Standing Desk,1,299.5,2026-09-17,STRESS_3_14
S1789645660332_9dc4b7,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_18_2
S1789645660358_dd27ca,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_10_14
S1789645659380_42f6a6,P003,Standing Desk,1,299.5,2026-09-17,STRESS_17_0
S1789645659379_c9f1a5,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_11_0
S1789645660347_21e9db,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_0_14
S1789645660394_d8d169,P003,Standing Desk,1,299.5,2026-09-17,STRESS_12_10
S1789645660404_a5b383,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_3_16
S1789645659859_2fab84,P003,Standing Desk,1,299.5,2026-09-17,STRESS_23_14
S1789645660418_a434b6,P003,Standing Desk,1,299.5,2026-09-17,STRESS_2_10
S1789645660424_1e4866,P003,Standing Desk,1,299.5,2026-09-17,STRESS_18_4
S1789645660436_848dc1,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_10_16
S1789645660463_bdef9b,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_11_2
S1789645660464_fa9e28,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_17_2
S1789645660471_cd9eb9,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_0_16
S1789645660501_46dc94,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_23_16
S1789645660508_f976b3,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_12_12
S1789645660515_3d7e22,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_3_18
S1789645660538_1caf9d,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_10_18
S1789645660547_f7c88f,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_18_6
S1789645660563_327805,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_2_12
S1789645660567_397ca4,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_17_4
S1789645660574_16129f,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_0_18
S1789645660563_fa9943,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_11_4
S1789645660604_425b80,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_12_14
S1789645660604_69e87a,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_23_18
S1789645660633_511497,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_18_8
S1789645660662_c86c46,P003,Standing Desk,1,299.5,2026-09-17,STRESS_11_6
S1789645660665_8ab9da,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_2_14
S1789645659378_5aaa35,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_15_0
S1789645660700_9c33e6,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_18_10
S1789645660717_2cd283,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_2_16
S1789645660691_feb394,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_17_6
S1789645660704_b9752e,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_11_8
S1789645660746_724a85,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_18_12
S1789645660701_a279b1,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_12_16
S1789645660763_08ab63,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_2_18
S1789645660746_09a409,P003,Standing Desk,1,299.5,2026-09-17,STRESS_15_2
S1789645660771_90538a,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_17_8
S1789645660790_77162c,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_11_10
S1789645660792_d39f26,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_12_18
S1789645659380_3ef552,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_5_0
S1789645660812_f5fff9,P003,Standing Desk,1,299.5,2026-09-17,STRESS_18_14
S1789645660828_bf1197,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_15_4
S1789645660845_37955f,P003,Standing Desk,1,299.5,2026-09-17,STRESS_17_10
S1789645660869_5e1948,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_11_12
S1789645660872_b7aff3,P003,Standing Desk,1,299.5,2026-09-17,STRESS_5_2
S1789645660895_5fb99d,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_18_16
S1789645660896_bc0471,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_15_6
S1789645660896_939166,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_17_12
S1789645660918_4366e7,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_5_4
S1789645660919_e41866,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_11_14
S1789645660947_738598,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_18_18
S1789645660959_d0c2d9,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_15_8
S1789645660964_d0634f,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_17_14
S1789645660972_1ec502,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_5_6
S1789645660986_c59bbb,P003,Standing Desk,1,299.5,2026-09-17,STRESS_11_16
S1789645661003_bc5c48,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_15_10
S1789645659380_a5bbb5,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_9_0
S1789645661032_586fd2,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_5_8
S1789645661044_3b6d61,P003,Standing Desk,1,299.5,2026-09-17,STRESS_15_12
S1789645661033_822fce,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_11_18
S1789645661032_095fbe,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_17_16
S1789645661066_5baf08,P002,Mechanical Keyboard,1,79.99,2026-09-17,STRESS_9_2
S1789645661078_74ec2b,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_5_10
S1789645661089_04cad9,P005,USB-C Hub,1,19.99,2026-09-17,STRESS_15_14
S1789645661108_d0cafd,P004,Ergonomic Chair,1,199.99,2026-09-17,STRESS_9_4
S1789645661108_cbd057,P001,Wireless Mouse,1,25.99,2026-09-17,STRESS_17_18
S1789645661121_3aa4e9,P003,Standing Desk,1,299.5,2026-09-17,STRESS_5_12
